uhia_code ,ar_name,en_name ,category,,,,,,,,,,,,,,,,,,
UHIA-3367,تشفيه الاورام بالمنظار بسكينة ثناية الاستعمال أو هايبرد السكينة بمضخة تحت مخدر كلي مع اقامة5ايام-(كبار)-(يشمل التخدير الكلي),Endoscopic submucosal dissection (ESD) using Electrosurgical knife with pump under General Anathesia (5 days Accomodation) - Adults-(Includes general anesthesia),مناظير الجهاز الهضمي -كبار,,,,,,,,,,,,,,,,,,
UHIA-0945,منظار على المستقيم,Rectoscopy,مناظير الجهاز الهضمي -كبار,,,,,,,,,,,,,,,,,,
UHIA-0948,منظار ضوئي للقولون مع اخذ عينة-(يشمل التخدير الكلي),Endoscopic Biopsy Of Colon-(Includes general anesthesia),مناظير الجهاز الهضمي -كبار,,,,,,,,,,,,,,,,,,
UHIA-0912-C,منظار تشخيصي للجهاز الهضمي العلوي ( في حالة تحليل جرثومة المعدة يضاف سعر التحليل-(أطفال)-(يشمل التخدير الكلي),Oesophagogastroduodenoscopy-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-1893-C,منظار تشخيصي للجهاز الهضمي العلوي (مع أخذ عينة)-(أطفال),Upper Endoscopy With Biopsy (Pediatric),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0947-C,منظار تشخيصي للجهاز الهضمي السفلي-(أطفال)-(يشمل التخدير الكلي),Colonoscopy-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0914-C,منظار معدة وربط دوالي مرئ .-(أطفال),Upper Git Endoscopy And Band Ligation-(Pediatrics),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0915-C,منظار معده مع حقن دوالي المريء . (يضاف سعر مادة الحقن)-(أطفال)-(يشمل التخدير الكلي),Upper Git Endoscopy And Oesophageal Varices Sclerotherapy ( Medication Is Not Included)-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0916-C,منظار معدة مع حقن دوالي بالمعدة (يضاف سعر مادة الحقن)-(أطفال),Upper Git Endoscopy And Fundal Varices Sclerotherapy ( Medication Is Not Included)-(Pediatrics),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-3356-C,منظار معده مع حقن دوالي معدة و ربط دوالي المريء . (يضاف سعر مادة الحقن)-(أطفال)-(يشمل التخدير الكلي),Upper Git Endoscopy And Fundal Varices Sclerotherapy with Esophogeal varices Ligation ( Medication Is Not Included)-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0917-C,منظار معده مع حقن قرحه مزمنة للمعدة أو الأنثى عشر-(أطفال),Upper Git Endoscopy + Bleeding Ulcer Injection-(Pediatrics),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0918-C,منظار معده مع استخدام Clip لوقف النزيف-(أطفال)-(يشمل التخدير الكلي),Upper Git Endoscopy + Clip Haemostatis-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0919-C,منظار معده مع استخدام Clip لسد ناسور بالجهاز الهضمي-(أطفال)-(يشمل التخدير الكلي),Upper Git Endoscopy + Clip Closure Of Git Av Fistula-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0920-C,منظار معدة مع استئصال زوائد أو لحميات -(أطفال),Upper Git Endoscopy+ Polypectomy ± Diathermy-(Pediatrics),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0921-C,استخراج جسم غريب من المعدة بالمنظار-(أطفال)-(يشمل التخدير الكلي),Upper Git Endoscopy + Extraction Of Foreign Body.-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0923-C,منظار معده مع توسيع ضيق بالاثني عشر.-(أطفال)-(يشمل التخدير الكلي),Balloon Dilatation Of Duodenal Strictures-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0924-C,منظار معده مع توسيع اسفل المري بالبالون-(أطفال)-(يشمل التخدير الكلي),Balloon Dilatation Of Lower Oesphogeal Stricture-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0925-C,منظار معده مع توسيع ضيق بالمريء بموسع سفاري.-(أطفال)-(يشمل التخدير الكلي),Safari Dilatation Of Oesphageal Stricture-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0926-C,منظار معده مع تركيب دعامه معدنية بالاثني عشر (يضاف سعر الدعامة)-(أطفال)-(يشمل التخدير الكلي),Duodenal Metallic Stent Insertion-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0927-C,منظار معده مع تركيب أنبوبة تغذية للمعدة بالمناظير-(أطفال)-(يشمل التخدير الكلي),Feeding Gastrostomy Tube Insertion + Tube-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0928-C,منظار قولون مع حقن نزيف (يضاف سعر مادة الحقن)-(أطفال)-(يشمل التخدير الكلي),Colonoscopy + Sclerotherapy-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0929-C,منظار قولون مع استخدام CLIP لوقف النزيف -(أطفال)-(يشمل التخدير الكلي),Colonoscopy+ Haemostasis By Clip-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0930-C,منظار قولون مع استخدام Clip لسد ثقب-(أطفال)-(يشمل التخدير الكلي),Colonoscopy + Clip Application For Git Av Fistula-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-1880-C,منظار قولون مع حقن نزيف مع كي حراري-(أطفال)-(يشمل التخدير الكلي),Colonoscopy + Sclerotherapy + Thermal ablation-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-1892-C,منظار قولون مع حقن نزيف مع كي بالأرجون.-(أطفال)-(يشمل التخدير الكلي),Colonoscopy + Sclerotherapy + Aragon ablation -(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0932-C,منظار قولون مع حقن دوالي قولون (يضاف سعر مادة الحقن)-(أطفال)-(يشمل التخدير الكلي),Colonoscopy + Sclerotherapy Of Varices-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0933-C,منظار قولون مع ربط دوالي-(أطفال)-(يشمل التخدير الكلي),Colonoscopy + Sclerotherapy Of Varices Or Piles-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0934-C,منظار القولون مع استئصال زوائد أو لحميات-(أطفال)-(يشمل التخدير الكلي),Colonoscopy+ Polypectomy-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-3360-C,منظار قولون مع توسيع ضيق بالقولون بالبالون-(أطفال)-(يشمل التخدير الكلي),Colonoscopy+ Balloon dilatation -(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0936-C,منظار قولون مع استخراج جسم غريب.-(أطفال)-(يشمل التخدير الكلي),Colonoscopy + Extraction Of Foreign Body-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0937-C,منظار قولون مع تركيب دعامه معدنية بالقولون يضاف سعر الدعامة-(أطفال)-(يشمل التخدير الكلي),Colonoscopy+ Metallic Colonic Stent-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0938-C,مناظير قنوات مرارية وبنكرياسية (تشخيصي)-(أطفال)-(يشمل التخدير الكلي),Endoscopic Examination Of The Pancreas Or Pancreatic Duct-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0939-C,منظار قنوات مرارية مع شق القناه المرارية-(أطفال)-(يشمل التخدير الكلي),E.R.C.P + Sphincterotomy-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0940-C,منظار قنوات مرارية مع شق القناة المرارية واستخراج حصوات-(أطفال)-(يشمل التخدير الكلي),E.R.C.P + Stone Extraction-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0941-C,منظار قنوات مرارية مع شق القناة المرارية وتركيب دعامة-(أطفال)-(يشمل التخدير الكلي),E.R.C.P + Sphincterotomy+ Stent-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0942-C,تفتيت واستخراج حصوات القنوات المرارية -(أطفال)-(يشمل التخدير الكلي),Mechanical Lithotripsy & Extraction Of Cbd Large Stone-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0943-C,استخراج دعامة باستخدام منظار القنوات المرارية-(أطفال)-(يشمل التخدير الكلي),Ercp + Stent Removal-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-3361-C,قياس حموضة المريء على مدى 24 ساعة غير شامل ثمن القسطرة-(أطفال),Esophageal pH monitoring Test (24 hours) - catheter is not included -(Pediatrics),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-3362-C,قياس حموضة المريء على مدى 24 ساعة شامل ثمن القسطرة-(أطفال),Esophageal pH monitoring Test (24 hours) - catheter included -(Pediatrics),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-3363-C,فحص حركية المستقيم و الشرج-(أطفال),Anorectal Manometry-(Pediatrics),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-3364-C,فحص حركية المريء-(أطفال)-(يشمل التخدير الكلي),Oesophageal Motility-(Pediatrics)-(Includes general anesthesia),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0945-C,منظار على المستقيم-(أطفال),Rectoscopy-(Pediatrics),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0948-C,منظار ضوئي للقولون مع اخذ عينة-(أطفال),Endoscopic Biopsy Of Colon-(Pediatrics),مناظير الجهاز الهضمي -أطفال,,,,,,,,,,,,,,,,,,
UHIA-0959,حقن تشخيصي بالأنسجة والعضلات,Soft tissue and Muscular injection ( Diagnostic),وحدة علاج الألم,,,,,,,,,,,,,,,,,,
UHIA-0960,حقن مفاصل الحوض (حالات حادة بالعيادة الخارجية) ( السعر لكل مفصل على حده),Injection Into Hip Joint,وحدة علاج الألم,,,,,,,,,,,,,,,,,,
UHIA-0961,تدمير جذور الاعصاب الحسية بالنخاع الشوكى ( السعر لكل جذر على حده),Destruction Of Spinal Nerve Root,وحدة علاج الألم,,,,,,,,,,,,,,,,,,
UHIA-0962,تسليك وحقن الاعصاب خارج الام الجافية تحت الموجات الصوتية ( السعر لكل عصب على حده),Release With Injection Of Spinal Nerve Root - U.S Guidance,وحدة علاج الألم,,,,,,,,,,,,,,,,,,
UHIA-0963,حقن الاعصاب بالتجويف البلوري ( السعر لكل ناحية على حده),Injection Into Nerve Of The Thorax,وحدة علاج الألم,,,,,,,,,,,,,,,,,,
UHIA-0964,تدمير الاعصاب الطرفية ( السعر لكل عصب على حده),Injection Into A Peripheral Nerve,وحدة علاج الألم,,,,,,,,,,,,,,,,,,
UHIA-0965,حقن العقدة العصبية السمبتاوية العنقية,Injection Into A Sympathetic Nerve - Superior Cervical Ganglion,وحدة علاج الألم,,,,,,,,,,,,,,,,,,
UHIA-0966,حقن العقدة العصبية السمبتاوية العليا للبطن,Injection Into A Sympathetic Nerve-Celiac Ganglion,وحدة علاج الألم,,,,,,,,,,,,,,,,,,
UHIA-0967,حقن العقدة العصبية السمبتاوية المغذية للحوض,Injection Into A Sympathetic Nerve-Pelvic Splanchnic Nerve,وحدة علاج الألم,,,,,,,,,,,,,,,,,,
UHIA-0968,حقن العقدة العصبية السمبتاوية للعجان,Injection Into A Sympathetic Nerve-Inferior Mesenteric Plexus,وحدة علاج الألم,,,,,,,,,,,,,,,,,,
UHIA-0969,حقن العقدة العصبية السمبتاوية القطنية,Injection Into A Sympathetic Nerve-Lumbar Splanchnic Nerve,وحدة علاج الألم,,,,,,,,,,,,,,,,,,
UHIA-0970,حقن العقدة العصبية السمبتاوية بتجويف الصدر,Injection Into A Sympathetic Nerve-Inferior Cervical Ganglion,وحدة علاج الألم,,,,,,,,,,,,,,,,,,
UHIA-0971,تدمير الاعصاب ومساراتها عن طريق التردد الحرارى,Trigeminal Nerve Radiofrequency Rhizotomy,وحدة علاج الألم,,,,,,,,,,,,,,,,,,
UHIA-0973,تدمير العقد والضفائر السمبتاوية عن طريق التردد الحرارى,"Destruction, Sympathetic Nerve By Injection Of Neurolytic Agent",وحدة علاج الألم,,,,,,,,,,,,,,,,,,
UHIA-0974,تدمير الغدة النخامية بالحقن,Injection Of Medication Into Pituitary Gland,وحدة علاج الألم,,,,,,,,,,,,,,,,,,
UHIA-0975,زرع المضخات في النخاع الشوكى,Percutaneous Insertion Of Device Into Spinal Canal,وحدة علاج الألم,,,,,,,,,,,,,,,,,,
UHIA-0976,حقن الفقرات والعظام (الواحدة) المختلفة بالاسمنت الطبى,Insertion Of Therapeutic Substance Into Bone (One Bone),وحدة علاج الألم,,,,,,,,,,,,,,,,,,
UHIA-3368,حقن الفقرات والعظام المختلفة بالاسمنت الطبى (لكل فقرة إضافية خلال نفس الجلسة),Injection Of Vertebra With Cement ( For Additional Vertebra In Same Session),وحدة علاج الألم,,,,,,,,,,,,,,,,,,
UHIA-0977,جلسة غسيل كلوي عادية (شاملة وجبة و الأدوية والمستلزمات و التحاليل),Hemodialysis,خدمات الغسيل الكلوي,,,,,,,,,,,,,,,,,,
UHIA-2178,جلسة غسيل كلوي عالية النفاذية (شاملة وجبة و الأدوية والمستلزمات و التحاليل),Renal Dialysis High Definition (HDF),خدمات الغسيل الكلوي,,,,,,,,,,,,,,,,,,
UHIA-0978,الغسيل البريتوني,Percutaneous Irrigation Of Peritoneal Cavity,خدمات الغسيل الكلوي,,,,,,,,,,,,,,,,,,
UHIA-1127,أشعة بالباريوم على المريء,Barium Swallow,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1126,أشعة بالباريوم على القولون,Barium Enema (Colon),الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1128,أشعة بالباريوم على المعدة و الاثنى عشر,Barium Meal Follow Through,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1139,أشعة بالصبغة على المعدة الاثنى عشر والأمعاء الدقيقة,Barium Meal,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1129,أشعة بالصبغة على المسالك البولية,X-Ray Intravenous Pyelography (Ivp),الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1146,أشعة صاعدة على المثانة ومجرى البول,Retrograde Cystourethrogram,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1141,أشعة بالصبغة من خلال قسطرة الكلى,Pyelography Through Catheter,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1140,أشعة بالصبغة على الناسور,X-Ray Fistulogram / Sinogram With Contrast,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1131,أشعة بالصبغة على الرحم والأنابيب,X-Ray Hysterosalpingography,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1132,أشعة بالصبغة على الغدد اللعابية (غدة واحدة),Sialography (One Gland),الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1133,أشعة بالصبغة على الغدد اللعابية (غدتين),Sialography (Two Glands),الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1148,أشعة عادية على المسالك البولية,X-Ray Of The Urinary System,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1152,أشعة الثدي جهة واحدة,Mammography Unilateral,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1149,أشعة الثدي الجهتين,Mammography Bilateral,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1150,أشعة الثدي بالصبغة على القنوات اللبنية (الجهتين),Galactography Bilateral,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1151,أشعة الثدي بالصبغة على القنوات اللبنية (جهة واحدة),Galactography Unilateral,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-2294,أشعة بالصبغة على المفاصل ,X-Ray Arthrography,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1156,أشعة عادية على البلعوم الأنفي (وضع واحد),X-Ray Nasopharynx 1 View,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1157,أشعة عادية على الترقوة (وضعين),X-Ray Clavicle 2 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1158,أشعة عادية على الجمجمة (وضعين),X-Ray Skull 2 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1159,أشعة عادية على الجيوب الأنفية (وضع واحد),X-Ray Paranasal Sinuses 1 View,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1160,أشعة عادية على الجيوب الأنفية (وضعين),X-Ray Paranasal Sinuses 2 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1161,أشعة عادية على الحنجرة (وضع واحد),X-Ray Larynx 1 View,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1162,أشعة عادية على الحوض,X-Ray Pelvis,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1163,أشعة عادية على الذراع (وضعين),X-Ray Arm 2 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1164,أشعة عادية على الرسغ (وضعين),X-Ray Wrist 2 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1165,أشعة عادية على الركبة (أربعة أوضاع),X-Ray Knee 4 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1166,أشعة عادية على الركبة (وضعين),X-Ray Knee 2 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1167,أشعة عادية على الساق (وضعين),X-Ray Leg 2 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1168,أشعة عادية على السرج التركي (وضع واحد),X-Ray Sella Turcica 1 View,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1169,أشعة عادية على الصدر (وضع واحد),X-Ray Chest X-Ray 1 View,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1170,أشعة عادية على الصدر (وضعين),X-Ray Chest X-Ray 2 View,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1171,أشعة عادية على الضلوع (وضعين),X-Ray Rib 2 View,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1172,أشعة عادية على العضد (وضعين),X-Ray Bone Of Humerus 2 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1175,أشعة عادية على الفخذ (وضعين),X-Ray Thigh 2 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1176,أشعة عادية على الفقرات الصدرية (أربعة أوضاع),X-Ray Thoracic Spine 4 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1177,أشعة عادية على الفقرات الصدرية (وضعين),X-Ray Thoracic Spine 2 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1178,أشعة عادية على الفقرات العنقية (أربعة أوضاع),X-Ray Cervical Spine 4 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1179,أشعة عادية على الفقرات العنقية (وضعين),X-Ray Cervical Spine 2 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1180,أشعة عادية على الفقرات القطنية (أربعة أوضاع),X-Ray Lumbar Spine 4 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1181,أشعة عادية على الفقرات القطنية (وضعين),X-Ray Lumbar Spine 2 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1182,أشعة عادية على الفك (3 أوضاع),X-Ray Mandible 3 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1183,أشعة عادية على القدم (وضعين),X-Ray Foot 2 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1184,أشعة عادية على الكاحل (وضعين),X-Ray Ankle 2 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1185,أشعة عادية على الكتف (وضع واحد),X-Ray Shoulder 1 View,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1186,أشعة عادية على الكتف (وضعين),X-Ray Shoulder 2 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1188,أشعة عادية على الكعبين (وضع واحد),X-Ray Heels 1 View,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1189,أشعة عادية على الكعبين (وضعين),X-Ray Heels 2 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1190,أشعة عادية على الكوع (وضعين),X-Ray Elbow 2 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1192,أشعة عادية على المفصل العجزي (وضعين),X-Ray Sacroiliac Join 2 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1194,أشعة عادية على اليد (وضعين),X-Ray Hand 2 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1195,أشعة عادية على عظام الأنف,X-Ray Nasal Bone,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1196,أشعة عادية على عظمة القص (وضعين),X-Ray Sternum 2 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1197,أشعة عادية على مفاصل الفك (أربعة أوضاع),X-Ray TMJ 4 Positions,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1198,أشعة عادية على مفصل الفخذ (وضع واحد),X-Ray Hip Joint 1 View,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1199,أشعة عادية على مفصل الفخذ (وضعين),X-Ray Hip Joint 2 Views,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1203,أشعة عادية على البطن,X-Ray Abdomen,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1204,أوضاع ضافية,X-Ray Extra View,الاشعة العادية,,,,,,,,,,,,,,,,,,
UHIA-1207,) قياس كثافة العظام بجهاز DEXA,DEXA,فحوصات متنوعة بقسم الاشعة,,,,,,,,,,,,,,,,,,
UHIA-1494,رسم القلب,Electrocardiogram (ECG),عيادة القلب,,,,,,,,,,,,,,,,,,
UHIA-1495,رسم القلب بالمجهود,Stress Electrocardiogram (Exercise ECG),عيادة القلب,,,,,,,,,,,,,,,,,,
UHIA-1010,أشعة مقطعية على المخ,CT Brain,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1059,أشعة مقطعية لقياس توزيع الدم بالمخ بالصبغة,CT Brain Blood Flow,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1004,اشعة مقطعية على الغدة النخامية بالصبغة,CT Pituitary Gland With Iv Contrast,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1002,اشعة مقطعية على الحجاج (بالصبغة أو بدون),CT Orbit With Iv Contrast,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1027,أشعة مقطعية على عظام الاذن,CT Middle Ear,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-0986,"أشعة مقطعية على الجيوب الأنفية (تاجي ""Coronal"")",CT Para Nasal Sinuses ( Coronal View ),الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-0987,"أشعة مقطعية على الجيوب الأنفية (محوري وتاجي ""Axial & Coronal"")",CT Para Nasal Sinuses ( Axial & Coronal Views ),الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-2295,أشعة مقطعية على الفك العلوي,CT Maxilla,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-2296,أشعة مقطعية على الفك السفلي,CT Mandible,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1015,أشعة مقطعية على عظام الوجه,CT Facial Bones,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1014,أشعة مقطعية على الأسنان بانوراما,CT Dental,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-0992,اشعة مقطعية على الرقبة بالصبغة,CT Neck With Iv Contrast,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1000,أشعة مقطعية على الصدر ,CT Chest,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1060,أشعة مقطعية لتشوهات الخلقة للقلب بالصبغة,CT Heart (Congenital Anomaly ),الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1024,اشعة مقطعية على البطن ,CT Abdomen,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1026,أشعة مقطعية على البطن والحوض ,CT Abdomen & Pelvis,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-0990,أشعة مقطعية على الحوض ,CT Pelvis,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-2297,أشعة مقطعية على الكبد ديناميكية أو ثلاثية بالصبغة,CT Abdomen Triphasic Liver (Dynamic),الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1035,أشعة مقطعية تحضيرية لمتبرع الكبد بالصبغة (أوردة و شرايين و قياس الحجم),CT Liver With Iv Contrast - Donor ( Angiography & Volume),الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1039,أشعة مقطعية على الأمعاء الدقيقة ,CT Enterography,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1037,أشعة مقطعية على المسالك البولية ,CT Urography,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1075,أشعة مقطعية على ناسور بالصبغة,CT Fistulography With Iv Contrast,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1077,أشعة مقطعية على الخصية,CT Testis,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1069,أشعة مقطعية على شرايين المخ بالصبغة,CT Angiography Of Intracranial Arteries With Iv Contrast,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1045,أشعة مقطعية على شرايين المخ والرقبة بالصبغة,CT Angiography Of Head & Neck With Iv Contrast,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1031,أشعة مقطعية على أوردة المخ بالصبغة,CT Venography Of Intracranial Vein With Iv Contrast,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
UHIA-1064,أشعة مقطعية على شرايين الرقبة بالصبغة,CT Angiography Of The Neck With Iv Contrast,الاشعة المقطعية,,,,,,,,,,,,,,,,,,
